"","ETABLISSEMENT","","","","","FORMATION","","","","","","","UNITE DE VALEUR (COURS)","","","","","","",""
"Université","Université de Strasbourg","Enseigner les sciences de la vie et de la Terre, préparation à l'agrégation","Sciences, Technologie, Santé","MASTER - Sciences du vivant"," L'objectif de ce parcours de master est de former à l'enseignement des sciences naturelles et expérimentales que sont la biologie et la géologie. Dans cet objectif, ce parcours de master veille à ce que les étudiants puissent à la fois :- acquérir les connaissances scientifiques solides nécessaires au bon enseignement des sciences
- se préparer aux concours de recrutement de l'enseignement secondaire
- s'initier au métier d'enseignement via des stages effectués en M1 au sein des établissements de l'académie et sous le contrôle de tuteurs ","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME194&cHash=8acc009b88ce29eab9c1162dec80b199#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Immunologie et inflammation","Sciences, Technologie, Santé","MASTER - Sciences du vivant"," L'objectif de la formation est l'acquisition d’une vision globale de l'immunologie, en tant que discipline intégrant les concepts fondamentaux de la biologie cellulaire, moléculaire et de la biochimie. La formation vise également à acquérir une expertise approfondie des méthodes d’étude du système immunitaire, des modèles expérimentaux, des applications thérapeutiques modernes, et des sujets fondamentaux majeurs de l'actualité scientifique. Les étudiants pourront intégrer les nombreux laboratoires spécialisés en immunologie cellulaire, en immunologie moléculaire ou encore traitant des pathologies du système immunitaire ou du cancer.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME194&cHash=8acc009b88ce29eab9c1162dec80b199#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Joint Master in Neurosciences","Sciences, Technologie, Santé","MASTER - Sciences du vivant","Le parcours ""Joint Master in Neuroscience"" est un programme d'excellence en Neurosciences qui vise à former la prochaine génération de chercheurs en neuroscience. Ce parcours se distingue a plusieurs niveaux:
- Un parcours Franco-allemand équilibré-L'anglais comme langue officielle du JMN- Un recrutement a l'international basé sur la motivation des étudiants. - Un programme centré sur le projet professionnel de l'étudiant. - Une formation professionnalisante tournée vers l'international. - Une utilisation optimisée des pédagogies modernes. Un avant-gout de la recherche et du mode de vie Européen.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME194&cHash=8acc009b88ce29eab9c1162dec80b199#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Microbiologie","Sciences, Technologie, Santé","MASTER - Sciences du vivant"," Le parcours Microbiologie a pour objectifs d’apporter aux étudiants les connaissances et les compétences leur permettant d’intégrer les différents domaines d’application de la microbiologie. A la fin du Master les étudiants devront être capables de : ","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME194&cHash=8acc009b88ce29eab9c1162dec80b199#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Neurosciences cellulaires et intégrées","Sciences, Technologie, Santé","MASTER - Sciences du vivant"," Le parcours ""Neurosciences Cellulaires et Intégrées"" vise à former des spécialistes dotés d'une formation pluridisciplinaire robuste dans le domaine des Neurosciences, allant du niveau moléculaire aux aspects les plus intégrées. Cette formation abordera spécifiquement les méthodes et les grandes questions actuelles portant sur la structure et le fonctionnement normal et pathologique du système nerveux, et ceci de l'échelle cellulaire à celle des grands réseaux.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME194&cHash=8acc009b88ce29eab9c1162dec80b199#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Neurosciences cognitives","Sciences, Technologie, Santé","MASTER - Sciences du vivant"," Ce parcours offre une formation solide dans le domaine des Neurosciences Cognitives en se basant sur les concepts et méthodes issus des travaux de psychologie cognitive, neuropsychologie et neurobiologie, mais également ceux issus des sciences du comportement animal. Ce parcours aborde de manière approfondie les mécanismes neuronaux qui sous-tendent des fonctions telles que la perception, l’attention et la mémoire dans un contexte physiologique et ceux pouvant expliquer leurs altérations dans un contexte pathologique. La première année de ce parcours, commune à celle du parcours Neurosciences Cellulaires et Intégrées, a pour objectif d’offrir une solide formation généraliste dans le domaine des Neurosciences et de former les étudiants à la démarche scientifique. La deuxième année de ce parcours permettra une spécialisation en Neurosciences Cognitives au travers d'une formation à la recherche par la recherche (stage d’un semestre dans un laboratoire de Neurosciences). ","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME194&cHash=8acc009b88ce29eab9c1162dec80b199#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Plantes, biologie moléculaire et biotechnologies","Sciences, Technologie, Santé","MASTER - Sciences du vivant"," Le parcours «Plantes, biologie moléculaire et biotechnologies (PBM-Biotech)» constitue, avec deux autres parcours complémentaires («Plantes, molécules bio-actives et valorisation» et «Plantes, environnement et génie écologique»), l’offre de formation pluridisciplinaire en biologie et valorisation des plantes au sein de la mention Sciences du vivant. Ces trois parcours permettent de couvrir tous les aspects de la vie des végétaux (du niveau moléculaire jusqu’à l’écosystème) et d’explorer les nombreuses possibilités de valorisation des plantes et de leurs produits dérivés. Plusieurs Unités d’Enseignement mutualisées (notamment au premier semestre) et la réalisation d’un projet scientifique personnel (projet Végé-LAB - durant les trois premiers semestres) constituent le socle commun de la formation de ces trois parcours.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME194&cHash=8acc009b88ce29eab9c1162dec80b199#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Plantes, environnement et génie écologique","Sciences, Technologie, Santé","MASTER - Sciences du vivant"," Le parcours PEnGé forme des étudiants dans les domaines de la filière Génie Ecologique (gestion et de restauration du bon fonctionnement des écosystèmes, suivi de ces réalisations, gestion d’écosystèmes naturels ou anthropiques, préservation de la biodiversité dans les projets d'infrastructures, la dépollution des sols et des eaux, phytoréhabilitation, etc.). Ces étudiants vont acquérir les solides compétences en Biologie Végétale (de la molécule à l’environnement) auxquelles vont s’ajouter des connaissances et compétences en Ecologie végétale fondamentale et appliquée ainsi que des compétences indispensables à leur insertion professionnelles : en gestion de projet, droit de l’environnement, gestion des écosystèmes, mise en place de mesures de gestion et de restauration, mise en place de techniques du génie végétal et suivis des écosystèmes.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME194&cHash=8acc009b88ce29eab9c1162dec80b199#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Plantes, molécules bioactives et valorisation","Sciences, Technologie, Santé","MASTER - Sciences du vivant"," Le parcours «Plantes, molécules bio-actives et valorisation» constitue, avec deux autres parcours complémentaires (« Plantes, biologie moléculaire et biotechnologies» et « Plantes, environnement et génie écologique »), l’offre de formation pluridisciplinaire en biologie et valorisation des plantes au sein de la mention Sciences du vivant. Ces trois parcours permettent de couvrir tous les aspects de la vie des végétaux (du niveau moléculaire jusqu’à l’écosystème) et d’explorer les nombreuses possibilités de valorisation des plantes et de leurs produits dérivés. Plusieurs Unités d’Enseignement mutualisées (notamment au premier semestre) et la réalisation d’un projet scientifique (projet Végé-LAB - durant les trois premiers semestres) constituent le socle commun de la formation de ces trois parcours.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME194&cHash=8acc009b88ce29eab9c1162dec80b199#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Virologie","Sciences, Technologie, Santé","MASTER - Sciences du vivant"," L'objectif de ce parcours de master est d'offrir une formation pluridisciplinaire d’excellence à la recherche et par la recherche en apportant de solides connaissances de biochimie, de biologie moléculaire et cellulaire vues à travers la biologie des virus de l’ensemble des règnes du vivant. Les domaines de la virologie fondamentale et moléculaire tout comme ceux de la virologie appliquée (vecteurs, sondes moléculaires, thérapie génique, …) apportent les compétences et connaissances évolutives nécessaires à la formation de biologistes de haut niveau quel que soit l’objectif professionnel envisagé.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME194&cHash=8acc009b88ce29eab9c1162dec80b199#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Design des surfaces et matériaux innovants (DSMI)","Sciences, Technologie, Santé","MASTER - Sciences et génie des matériaux","Les matériaux hautes performances et les matériaux actifs sont au cœur des mutations technologiques et sociétales actuelles visant à optimiser les performances tout en limitant les impacts environnementaux. L'objectif de ce parcours est de comprendre et maîtriser la mise en œuvre et la caractérisation de nouvelles surfaces, toutes gammes de matériaux confondues (métaux, verres/céramiques, polymères). Cette formation propose aux étudiant•e•s d'acquérir les compétences clés théoriques et expérimentales liées au design des surfaces (étude des fonctionnalisations physico-chimiques et des texturations de surfaces) et aux matériaux innovants (systèmes dits intelligents dont la réponse physique, mécanique, chimique s'adapte à un changement de son environnement).","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME174&cHash=fef406aafc9058f0c7be5a80eba60dd2#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
"Université","Université de Strasbourg","Formulation de matériaux et fonctionnalisation de surfaces (FMFS)","Sciences, Technologie, Santé","MASTER - Sciences et génie des matériaux","L’objectif de ce parcours est de fournir aux étudiants les connaissances fondamentales approfondies des mécanismes de formation et de fonctionnalisation de surfaces et d’interfaces ainsi que de formulation avancée de matériaux fonctionnels. Le cursus formera des étudiants maîtrisant les outils de base en chimie et physique en mettant l’accent sur les propriétés des interfaces et des surfaces et de leurs interactions avec des objets variées (molécules, biomolécules, polymères, nanoparticules, …). Les étudiants aborderont d’une part, les outils scientifiques d’analyse et de caractérisation de propriétés physico-chimiques, et d’autre part, les techniques permettant de formuler et fonctionnaliser un matériau à architecture et chimie contrôlées. Des UE spécifiques permettront de relier cette approche au développement de matériaux fonctionnels dans des domaines d’applications variées.","Bac+3","Bac+5","2.0","120.0","https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME174&cHash=fef406aafc9058f0c7be5a80eba60dd2#data-rof-tab-presentation","Non","Non","","","","","","","","1.0"
